user_id,session_date,group,device,traffic_source,time_on_page_sec,converted,revenue
U018932,2026-02-24,Control,Desktop,Organic,94.7,0,0.0
U022864,2026-02-28,Treatment,Tablet,Direct,62.7,0,0.0
U009335,2026-02-12,Control,Desktop,Paid,118.5,0,0.0
U015310,2026-02-19,Control,Desktop,Paid,123.5,0,0.0
U017396,2026-02-22,Treatment,Desktop,Direct,138.6,0,0.0
U008441,2026-02-12,Control,Mobile,Organic,127.5,1,72.54
U006849,2026-02-10,Control,Desktop,Organic,134.2,0,0.0
U008062,2026-02-11,Control,Mobile,Social,64.0,0,0.0
U022099,2026-02-27,Treatment,Mobile,Social,65.5,0,0.0
U010772,2026-02-14,Treatment,Mobile,Social,95.2,0,0.0
U014186,2026-02-18,Treatment,Mobile,Organic,99.4,0,0.0
U003105,2026-02-05,Treatment,Mobile,Organic,150.5,0,0.0
U003265,2026-02-05,Control,Mobile,Paid,93.2,0,0.0
U025119,2026-03-03,Treatment,Desktop,Organic,132.1,0,0.0
U025550,2026-03-03,Control,Mobile,Email,69.9,0,0.0
U021603,2026-02-27,Control,Desktop,Organic,129.6,0,0.0
U012877,2026-02-17,Treatment,Mobile,Organic,93.2,0,0.0
U025041,2026-03-03,Control,Mobile,Paid,97.9,0,0.0
U023396,2026-03-01,Control,Desktop,Organic,136.7,0,0.0
U009517,2026-02-13,Treatment,Desktop,Organic,58.0,0,0.0
U000186,2026-02-02,Treatment,Desktop,Organic,95.4,0,0.0
U001102,2026-02-03,Control,Desktop,Organic,106.2,0,0.0
U005685,2026-02-08,Control,Mobile,Paid,105.8,0,0.0
U009739,2026-02-13,Control,Desktop,Paid,126.5,0,0.0
U008007,2026-02-11,Control,Desktop,Social,93.8,0,0.0
U011273,2026-02-15,Treatment,Desktop,Organic,93.4,0,0.0
U006104,2026-02-09,Control,Tablet,Social,70.1,0,0.0
U014379,2026-02-18,Control,Desktop,Direct,128.7,0,0.0
U002854,2026-02-05,Control,Tablet,Organic,69.4,0,0.0
U012970,2026-02-17,Control,Mobile,Organic,80.9,0,0.0
U004927,2026-02-07,Control,Mobile,Organic,103.8,1,112.47
U007683,2026-02-11,Control,Mobile,Social,157.4,0,0.0
U004999,2026-02-07,Treatment,Mobile,Organic,52.8,0,0.0
U015864,2026-02-20,Control,Mobile,Social,109.3,0,0.0
U009922,2026-02-13,Control,Mobile,Organic,130.3,0,0.0
U007261,2026-02-10,Control,Desktop,Social,110.6,0,0.0
U017867,2026-02-22,Treatment,Mobile,Organic,114.6,0,0.0
U016029,2026-02-20,Control,Mobile,Paid,71.3,0,0.0
U011686,2026-02-15,Treatment,Mobile,Organic,39.8,0,0.0
U010438,2026-02-14,Control,Desktop,Social,123.2,0,0.0
U024532,2026-03-02,Control,Desktop,Organic,121.4,0,0.0
U024798,2026-03-03,Treatment,Tablet,Paid,50.4,0,0.0
U014938,2026-02-19,Control,Mobile,Organic,109.3,0,0.0
U017781,2026-02-22,Control,Mobile,Direct,100.5,0,0.0
U022065,2026-02-27,Treatment,Mobile,Direct,73.5,0,0.0
U015361,2026-02-19,Treatment,Mobile,Organic,88.4,0,0.0
U010834,2026-02-14,Control,Mobile,Organic,155.1,0,0.0
U009295,2026-02-12,Control,Tablet,Social,80.5,0,0.0
U013400,2026-02-17,Control,Mobile,Paid,155.0,0,0.0
U018757,2026-02-23,Control,Mobile,Organic,124.8,0,0.0
U005742,2026-02-08,Control,Mobile,Social,91.1,0,0.0
U010846,2026-02-14,Control,Desktop,Social,115.9,0,0.0
U013958,2026-02-18,Control,Tablet,Organic,115.6,0,0.0
U010046,2026-02-13,Treatment,Desktop,Paid,53.6,0,0.0
U001749,2026-02-04,Treatment,Mobile,Social,93.6,0,0.0
U010615,2026-02-14,Treatment,Mobile,Organic,108.5,0,0.0
U020501,2026-02-25,Control,Mobile,Direct,161.8,0,0.0
U017181,2026-02-22,Control,Mobile,Paid,121.8,0,0.0
U002351,2026-02-04,Treatment,Desktop,Direct,52.0,0,0.0
U014493,2026-02-18,Treatment,Desktop,Direct,123.2,0,0.0
U013333,2026-02-17,Treatment,Mobile,Social,120.7,0,0.0
U001409,2026-02-03,Control,Mobile,Organic,72.8,0,0.0
U012947,2026-02-17,Control,Mobile,Organic,96.3,0,0.0
U018860,2026-02-24,Treatment,Desktop,Paid,99.9,0,0.0
U018567,2026-02-23,Treatment,Desktop,Paid,96.6,1,58.16
U023684,2026-03-01,Treatment,Mobile,Organic,75.9,0,0.0
U022596,2026-02-28,Control,Mobile,Paid,93.9,0,0.0
U008168,2026-02-11,Control,Desktop,Organic,96.4,0,0.0
U024627,2026-03-02,Treatment,Mobile,Social,87.6,0,0.0
U015184,2026-02-19,Control,Desktop,Email,113.7,0,0.0
U005784,2026-02-08,Control,Tablet,Paid,81.0,0,0.0
U014992,2026-02-19,Treatment,Desktop,Paid,63.6,0,0.0
U021423,2026-02-27,Control,Mobile,Direct,154.5,0,0.0
U009452,2026-02-13,Treatment,Tablet,Social,119.9,0,0.0
U025115,2026-03-03,Control,Desktop,Social,108.4,0,0.0
U006925,2026-02-10,Treatment,Mobile,Organic,61.0,0,0.0
U017494,2026-02-22,Control,Mobile,Paid,142.3,0,0.0
U010603,2026-02-14,Treatment,Desktop,Direct,106.2,0,0.0
U016225,2026-02-21,Control,Mobile,Organic,46.9,0,0.0
U011197,2026-02-15,Control,Mobile,Direct,93.0,0,0.0
U021927,2026-02-27,Control,Desktop,Social,60.1,0,0.0
U024866,2026-03-03,Control,Tablet,Direct,78.4,0,0.0
U011189,2026-02-15,Treatment,Desktop,Organic,110.6,1,66.45
U024306,2026-03-02,Treatment,Desktop,Organic,119.4,0,0.0
U006835,2026-02-10,Treatment,Mobile,Paid,118.1,0,0.0
U001230,2026-02-03,Treatment,Desktop,Email,101.9,0,0.0
U020588,2026-02-26,Treatment,Desktop,Paid,121.7,0,0.0
U011343,2026-02-15,Treatment,Mobile,Paid,120.7,0,0.0
U018952,2026-02-24,Control,Mobile,Direct,110.1,0,0.0
U003544,2026-02-06,Control,Desktop,Organic,108.7,0,0.0
U007238,2026-02-10,Treatment,Desktop,Social,86.8,0,0.0
U009165,2026-02-12,Control,Desktop,Organic,116.5,0,0.0
U018124,2026-02-23,Treatment,Mobile,Paid,129.4,0,0.0
U012291,2026-02-16,Control,Desktop,Direct,119.6,0,0.0
U011792,2026-02-15,Treatment,Desktop,Social,106.2,0,0.0
U014034,2026-02-18,Treatment,Tablet,Email,68.9,0,0.0
U021933,2026-02-27,Treatment,Mobile,Paid,41.0,0,0.0
U022543,2026-02-28,Treatment,Desktop,Direct,133.1,1,70.18
U009668,2026-02-13,Control,Desktop,Social,136.6,0,0.0
U009748,2026-02-13,Treatment,Mobile,Direct,134.5,0,0.0
U005113,2026-02-08,Control,Mobile,Organic,114.3,0,0.0
U018889,2026-02-24,Treatment,Tablet,Organic,17.8,0,0.0
U014924,2026-02-19,Treatment,Desktop,Paid,114.5,0,0.0
U017311,2026-02-22,Treatment,Desktop,Organic,33.2,0,0.0
U020050,2026-02-25,Treatment,Mobile,Direct,66.9,0,0.0
U023647,2026-03-01,Treatment,Desktop,Organic,71.2,0,0.0
U008917,2026-02-12,Treatment,Desktop,Organic,81.9,0,0.0
U018352,2026-02-23,Control,Mobile,Social,111.2,0,0.0
U008901,2026-02-12,Treatment,Mobile,Paid,146.2,0,0.0
U020970,2026-02-26,Control,Tablet,Paid,92.5,0,0.0
U023175,2026-03-01,Control,Mobile,Direct,89.6,0,0.0
U003515,2026-02-06,Control,Desktop,Direct,71.7,0,0.0
U010326,2026-02-14,Control,Desktop,Paid,112.2,0,0.0
U012315,2026-02-16,Treatment,Mobile,Social,54.5,0,0.0
U004836,2026-02-07,Treatment,Tablet,Direct,73.4,0,0.0
U002258,2026-02-04,Treatment,Tablet,Organic,159.2,0,0.0
U015123,2026-02-19,Treatment,Mobile,Paid,62.5,0,0.0
U002317,2026-02-04,Treatment,Mobile,Social,127.7,0,0.0
U022757,2026-02-28,Control,Tablet,Direct,119.7,0,0.0
U004629,2026-02-07,Treatment,Desktop,Organic,108.1,0,0.0
U016500,2026-02-21,Treatment,Desktop,Organic,59.3,0,0.0
U009562,2026-02-13,Control,Desktop,Paid,84.3,0,0.0
U021619,2026-02-27,Control,Mobile,Organic,103.6,0,0.0
U013098,2026-02-17,Treatment,Desktop,Organic,76.5,0,0.0
U019188,2026-02-24,Control,Mobile,Social,103.7,0,0.0
U018390,2026-02-23,Treatment,Mobile,Organic,121.2,0,0.0
U015569,2026-02-20,Control,Desktop,Social,168.3,0,0.0
U004685,2026-02-07,Control,Mobile,Organic,54.1,1,26.12
U015299,2026-02-19,Control,Mobile,Social,97.0,0,0.0
U017921,2026-02-23,Treatment,Mobile,Email,103.3,0,0.0
U005180,2026-02-08,Treatment,Mobile,Email,77.3,0,0.0
U011135,2026-02-15,Treatment,Mobile,Organic,87.3,0,0.0
U000447,2026-02-02,Treatment,Desktop,Organic,100.9,0,0.0
U002416,2026-02-04,Control,Desktop,Organic,91.6,1,62.23
U023951,2026-03-02,Treatment,Desktop,Organic,108.5,0,0.0
U014747,2026-02-19,Treatment,Desktop,Organic,110.6,0,0.0
U013146,2026-02-17,Control,Mobile,Direct,113.9,0,0.0
U020369,2026-02-25,Control,Mobile,Paid,84.1,0,0.0
U017473,2026-02-22,Control,Mobile,Organic,128.1,0,0.0
U017506,2026-02-22,Control,Mobile,Organic,33.3,0,0.0
U005169,2026-02-08,Treatment,Desktop,Email,90.5,0,0.0
U020631,2026-02-26,Control,Tablet,Organic,169.2,0,0.0
U002442,2026-02-04,Treatment,Mobile,Organic,81.2,0,0.0
U006067,2026-02-09,Control,Mobile,Organic,76.6,0,0.0
U012834,2026-02-17,Control,Mobile,Paid,121.0,0,0.0
U007884,2026-02-11,Treatment,Mobile,Organic,60.9,0,0.0
U024463,2026-03-02,Control,Mobile,Organic,75.6,1,60.24
U023547,2026-03-01,Control,Desktop,Social,127.0,0,0.0
U000742,2026-02-02,Control,Desktop,Organic,60.7,0,0.0
U023418,2026-03-01,Control,Mobile,Paid,69.2,0,0.0
U003149,2026-02-05,Treatment,Mobile,Email,110.7,0,0.0
U003748,2026-02-06,Control,Desktop,Paid,106.1,0,0.0
U012066,2026-02-16,Control,Mobile,Paid,121.9,0,0.0
U024800,2026-03-03,Control,Desktop,Organic,107.4,0,0.0
U023712,2026-03-01,Treatment,Mobile,Paid,109.9,1,67.0
U003615,2026-02-06,Treatment,Mobile,Organic,151.0,0,0.0
U010627,2026-02-14,Treatment,Desktop,Organic,107.2,0,0.0
U014719,2026-02-19,Treatment,Desktop,Email,32.9,1,47.78
U015352,2026-02-19,Treatment,Mobile,Social,125.4,0,0.0
U003602,2026-02-06,Control,Mobile,Paid,58.2,0,0.0
U000757,2026-02-02,Control,Mobile,Direct,79.4,0,0.0
U021044,2026-02-26,Control,Mobile,Organic,128.0,0,0.0
U001568,2026-02-03,Control,Desktop,Direct,137.8,0,0.0
U012516,2026-02-16,Control,Mobile,Organic,170.6,0,0.0
U010574,2026-02-14,Treatment,Mobile,Paid,53.7,0,0.0
U014339,2026-02-18,Control,Mobile,Direct,105.4,0,0.0
U010270,2026-02-14,Control,Desktop,Organic,78.5,1,57.65
U009324,2026-02-12,Treatment,Mobile,Social,136.6,0,0.0
U016379,2026-02-21,Control,Mobile,Direct,73.8,0,0.0
U019251,2026-02-24,Treatment,Desktop,Direct,110.8,0,0.0
U003369,2026-02-06,Control,Mobile,Organic,133.6,0,0.0
U003296,2026-02-05,Treatment,Tablet,Social,128.0,0,0.0
U017622,2026-02-22,Treatment,Tablet,Organic,49.1,0,0.0
U008171,2026-02-11,Treatment,Mobile,Direct,122.1,0,0.0
U021940,2026-02-27,Control,Desktop,Paid,92.3,0,0.0
U016448,2026-02-21,Control,Tablet,Email,99.7,0,0.0
U009787,2026-02-13,Treatment,Tablet,Paid,52.1,0,0.0
U006678,2026-02-09,Control,Mobile,Organic,101.8,0,0.0
U021520,2026-02-27,Control,Desktop,Social,118.1,0,0.0
U022786,2026-02-28,Control,Desktop,Organic,42.7,0,0.0
U017264,2026-02-22,Control,Mobile,Direct,164.3,0,0.0
U006070,2026-02-09,Control,Mobile,Paid,93.5,0,0.0
U005447,2026-02-08,Treatment,Mobile,Direct,106.3,0,0.0
U004893,2026-02-07,Treatment,Desktop,Organic,86.9,0,0.0
U018926,2026-02-24,Control,Mobile,Social,92.6,0,0.0
U014832,2026-02-19,Treatment,Mobile,Email,130.3,0,0.0
U010422,2026-02-14,Treatment,Desktop,Organic,66.4,0,0.0
U010671,2026-02-14,Control,Mobile,Direct,65.6,0,0.0
U022889,2026-02-28,Treatment,Desktop,Direct,128.8,0,0.0
U006624,2026-02-09,Control,Tablet,Organic,147.3,0,0.0
U022174,2026-02-28,Control,Tablet,Social,109.0,0,0.0
U024222,2026-03-02,Control,Tablet,Organic,97.1,0,0.0
U016578,2026-02-21,Treatment,Mobile,Organic,91.8,0,0.0
U023570,2026-03-01,Treatment,Desktop,Social,103.0,0,0.0
U024876,2026-03-03,Treatment,Desktop,Organic,54.1,1,48.8
U008103,2026-02-11,Treatment,Mobile,Social,108.6,0,0.0
U008791,2026-02-12,Treatment,Desktop,Paid,141.2,0,0.0
U001499,2026-02-03,Control,Desktop,Email,102.6,1,41.04
U014071,2026-02-18,Treatment,Mobile,Direct,102.0,0,0.0
U020866,2026-02-26,Treatment,Mobile,Organic,99.0,0,0.0
U009012,2026-02-12,Treatment,Desktop,Email,112.0,0,0.0
U012529,2026-02-16,Treatment,Desktop,Direct,84.0,0,0.0
U001069,2026-02-03,Treatment,Tablet,Direct,103.3,0,0.0
U012388,2026-02-16,Control,Mobile,Social,124.6,0,0.0
U005561,2026-02-08,Control,Mobile,Social,103.8,0,0.0
U009408,2026-02-13,Treatment,Mobile,Direct,108.3,0,0.0
U014672,2026-02-19,Control,Mobile,Direct,89.5,0,0.0
U019329,2026-02-24,Control,Mobile,Social,120.7,0,0.0
U017746,2026-02-22,Control,Mobile,Organic,103.0,0,0.0
U024847,2026-03-03,Control,Mobile,Social,134.9,0,0.0
U019604,2026-02-24,Control,Mobile,Organic,91.2,0,0.0
U003734,2026-02-06,Treatment,Mobile,Direct,122.0,0,0.0
U000755,2026-02-02,Control,Desktop,Organic,116.7,0,0.0
U014278,2026-02-18,Control,Mobile,Organic,121.9,0,0.0
U009081,2026-02-12,Treatment,Mobile,Paid,98.1,0,0.0
U007218,2026-02-10,Treatment,Tablet,Direct,64.3,0,0.0
U002319,2026-02-04,Treatment,Tablet,Organic,118.8,0,0.0
U019708,2026-02-25,Treatment,Tablet,Direct,117.9,0,0.0
U011153,2026-02-15,Control,Tablet,Direct,217.1,1,58.9
U004924,2026-02-07,Control,Mobile,Social,69.2,0,0.0
U016582,2026-02-21,Control,Mobile,Paid,102.9,0,0.0
U022521,2026-02-28,Treatment,Mobile,Organic,91.8,0,0.0
U018126,2026-02-23,Control,Mobile,Paid,65.5,0,0.0
U006689,2026-02-09,Control,Mobile,Paid,84.2,0,0.0
U019714,2026-02-25,Treatment,Tablet,Organic,32.0,0,0.0
U013936,2026-02-18,Treatment,Desktop,Organic,108.2,0,0.0
U018167,2026-02-23,Treatment,Mobile,Organic,112.8,0,0.0
U024155,2026-03-02,Treatment,Desktop,Paid,55.6,0,0.0
U021899,2026-02-27,Treatment,Desktop,Paid,76.9,0,0.0
U009399,2026-02-13,Treatment,Mobile,Direct,118.7,0,0.0
U019541,2026-02-24,Control,Mobile,Social,89.4,0,0.0
U002777,2026-02-05,Control,Tablet,Paid,92.8,0,0.0
U000905,2026-02-03,Treatment,Desktop,Paid,117.9,0,0.0
U014778,2026-02-19,Treatment,Mobile,Paid,61.2,0,0.0
U000997,2026-02-03,Control,Mobile,Organic,147.2,0,0.0
U013562,2026-02-17,Treatment,Mobile,Organic,120.9,0,0.0
U017338,2026-02-22,Control,Mobile,Organic,110.0,0,0.0
U016186,2026-02-21,Treatment,Tablet,Social,104.8,0,0.0
U019415,2026-02-24,Treatment,Mobile,Paid,115.4,0,0.0
U001983,2026-02-04,Control,Desktop,Paid,76.9,0,0.0
U019596,2026-02-24,Control,Tablet,Organic,117.3,0,0.0
U019738,2026-02-25,Control,Desktop,Social,99.3,0,0.0
U024068,2026-03-02,Control,Mobile,Direct,129.8,0,0.0
U007934,2026-02-11,Control,Tablet,Email,118.8,0,0.0
U010605,2026-02-14,Treatment,Mobile,Organic,79.1,0,0.0
U003566,2026-02-06,Treatment,Desktop,Paid,65.2,0,0.0
U007671,2026-02-11,Treatment,Mobile,Direct,100.0,0,0.0
U022297,2026-02-28,Control,Desktop,Paid,155.2,0,0.0
U018957,2026-02-24,Control,Mobile,Direct,68.2,1,70.89
U020234,2026-02-25,Treatment,Mobile,Paid,81.8,0,0.0
U016847,2026-02-21,Control,Desktop,Organic,164.3,0,0.0
U008868,2026-02-12,Control,Mobile,Social,134.9,0,0.0
U007592,2026-02-11,Treatment,Desktop,Paid,60.5,1,55.18
U002888,2026-02-05,Control,Desktop,Paid,108.7,1,47.36
U015920,2026-02-20,Control,Tablet,Email,80.0,0,0.0
U006503,2026-02-09,Treatment,Mobile,Organic,121.2,0,0.0
U017229,2026-02-22,Control,Desktop,Email,91.6,0,0.0
U002086,2026-02-04,Control,Desktop,Paid,134.9,0,0.0
U002260,2026-02-04,Treatment,Desktop,Organic,23.3,0,0.0
U013572,2026-02-17,Treatment,Mobile,Paid,109.4,0,0.0
U005880,2026-02-08,Control,Desktop,Direct,113.1,0,0.0
U008537,2026-02-12,Control,Desktop,Paid,126.2,0,0.0
U017701,2026-02-22,Control,Mobile,Social,71.7,0,0.0
U013082,2026-02-17,Control,Desktop,Direct,125.2,0,0.0
U013439,2026-02-17,Control,Mobile,Paid,28.8,0,0.0
U021475,2026-02-27,Control,Tablet,Social,103.9,0,0.0
U017255,2026-02-22,Control,Mobile,Organic,83.6,0,0.0
U005562,2026-02-08,Treatment,Mobile,Organic,103.7,0,0.0
U013687,2026-02-18,Treatment,Mobile,Organic,134.4,0,0.0
U017724,2026-02-22,Treatment,Desktop,Direct,76.9,0,0.0
U008997,2026-02-12,Control,Desktop,Organic,90.1,0,0.0
U024774,2026-03-02,Control,Tablet,Direct,130.9,0,0.0
U015483,2026-02-20,Control,Mobile,Direct,91.2,0,0.0
U003869,2026-02-06,Treatment,Mobile,Paid,77.9,0,0.0
U019293,2026-02-24,Control,Mobile,Organic,128.4,0,0.0
U023931,2026-03-01,Control,Mobile,Direct,46.7,0,0.0
U011485,2026-02-15,Treatment,Mobile,Paid,128.3,0,0.0
U010082,2026-02-13,Control,Desktop,Organic,128.8,0,0.0
U005283,2026-02-08,Treatment,Tablet,Social,68.8,1,60.14
U000071,2026-02-02,Control,Desktop,Organic,139.9,0,0.0
U020410,2026-02-25,Control,Desktop,Direct,133.4,0,0.0
U004388,2026-02-07,Treatment,Desktop,Organic,37.3,0,0.0
U001374,2026-02-03,Control,Mobile,Organic,142.3,0,0.0
U009716,2026-02-13,Control,Mobile,Social,78.8,0,0.0
U024361,2026-03-02,Control,Tablet,Social,147.3,0,0.0
U025050,2026-03-03,Treatment,Mobile,Email,109.7,0,0.0
U012996,2026-02-17,Treatment,Desktop,Direct,136.3,1,84.33
U005056,2026-02-08,Treatment,Mobile,Organic,79.8,1,80.66
U016312,2026-02-21,Treatment,Desktop,Social,24.1,0,0.0
U001383,2026-02-03,Control,Tablet,Paid,126.3,0,0.0
U010472,2026-02-14,Treatment,Mobile,Direct,47.8,0,0.0
U007628,2026-02-11,Treatment,Mobile,Organic,52.9,0,0.0
U021666,2026-02-27,Treatment,Tablet,Organic,90.3,0,0.0
U020360,2026-02-25,Treatment,Mobile,Paid,84.2,0,0.0
U017177,2026-02-22,Control,Mobile,Paid,141.2,0,0.0
U009252,2026-02-12,Control,Desktop,Paid,121.1,0,0.0
U023604,2026-03-01,Treatment,Mobile,Paid,46.9,0,0.0
U021780,2026-02-27,Control,Mobile,Email,90.2,0,0.0
U014516,2026-02-18,Treatment,Desktop,Direct,106.6,0,0.0
U021484,2026-02-27,Treatment,Mobile,Social,87.6,0,0.0
U022218,2026-02-28,Treatment,Mobile,Organic,81.2,0,0.0
U018288,2026-02-23,Treatment,Mobile,Organic,110.3,0,0.0
U001216,2026-02-03,Treatment,Mobile,Paid,106.9,0,0.0
U018421,2026-02-23,Treatment,Desktop,Organic,110.8,0,0.0
U020021,2026-02-25,Control,Mobile,Organic,126.1,0,0.0
U012928,2026-02-17,Treatment,Desktop,Direct,92.8,0,0.0
U010198,2026-02-13,Treatment,Mobile,Direct,85.8,0,0.0
U018798,2026-02-24,Control,Mobile,Organic,131.1,0,0.0
U019172,2026-02-24,Treatment,Mobile,Direct,113.2,0,0.0
U003492,2026-02-06,Treatment,Mobile,Paid,62.2,0,0.0
U015670,2026-02-20,Control,Desktop,Organic,124.2,1,50.04
U018601,2026-02-23,Control,Mobile,Organic,113.6,0,0.0
U019179,2026-02-24,Treatment,Mobile,Organic,94.9,0,0.0
U011578,2026-02-15,Control,Tablet,Social,204.5,0,0.0
U001931,2026-02-04,Control,Mobile,Email,123.6,1,34.55
U024792,2026-03-03,Treatment,Desktop,Direct,61.8,0,0.0
U016608,2026-02-21,Control,Desktop,Social,142.0,0,0.0
U007470,2026-02-10,Treatment,Mobile,Direct,66.9,0,0.0
U004977,2026-02-07,Treatment,Mobile,Direct,78.1,0,0.0
U008568,2026-02-12,Treatment,Mobile,Organic,77.9,0,0.0
U008193,2026-02-11,Treatment,Desktop,Email,69.4,0,0.0
U025232,2026-03-03,Treatment,Desktop,Paid,40.1,0,0.0
U011974,2026-02-16,Control,Mobile,Paid,141.6,0,0.0
U014124,2026-02-18,Treatment,Desktop,Direct,63.1,0,0.0
U002300,2026-02-04,Control,Desktop,Direct,107.1,0,0.0
U010076,2026-02-13,Control,Mobile,Organic,160.3,0,0.0
U013221,2026-02-17,Control,Tablet,Social,107.7,0,0.0
U015994,2026-02-20,Treatment,Mobile,Paid,103.1,0,0.0
U009658,2026-02-13,Control,Desktop,Direct,94.2,0,0.0
U001056,2026-02-03,Treatment,Mobile,Organic,83.1,0,0.0
U018138,2026-02-23,Treatment,Desktop,Paid,139.6,0,0.0
U004343,2026-02-07,Treatment,Mobile,Organic,97.2,0,0.0
U022359,2026-02-28,Treatment,Tablet,Paid,125.6,0,0.0
U021041,2026-02-26,Control,Mobile,Direct,144.6,0,0.0
U022300,2026-02-28,Control,Desktop,Paid,99.2,0,0.0
U000368,2026-02-02,Control,Desktop,Direct,121.2,0,0.0
U005406,2026-02-08,Control,Desktop,Paid,84.0,0,0.0
U010891,2026-02-14,Control,Desktop,Direct,95.5,0,0.0
U013574,2026-02-17,Treatment,Tablet,Direct,84.6,0,0.0
U025427,2026-03-03,Treatment,Mobile,Paid,84.1,0,0.0
U007149,2026-02-10,Control,Mobile,Direct,133.4,0,0.0
U010403,2026-02-14,Control,Mobile,Paid,121.2,1,40.87
U001796,2026-02-04,Control,Mobile,Email,101.6,0,0.0
U015703,2026-02-20,Treatment,Mobile,Paid,124.7,0,0.0
U024490,2026-03-02,Treatment,Tablet,Organic,104.2,0,0.0
U017497,2026-02-22,Treatment,Mobile,Organic,59.5,1,47.41
U014943,2026-02-19,Treatment,Mobile,Direct,13.3,0,0.0
U008393,2026-02-11,Control,Desktop,Organic,87.1,0,0.0
U020840,2026-02-26,Treatment,Mobile,Paid,93.8,0,0.0
U016046,2026-02-20,Treatment,Mobile,Organic,100.2,0,0.0
U005514,2026-02-08,Treatment,Mobile,Organic,71.8,0,0.0
U004324,2026-02-07,Control,Tablet,Paid,74.4,0,0.0
U013639,2026-02-18,Treatment,Mobile,Social,72.3,0,0.0
U024634,2026-03-02,Control,Mobile,Email,60.6,0,0.0
U012544,2026-02-16,Control,Mobile,Organic,104.8,0,0.0
U018347,2026-02-23,Treatment,Desktop,Paid,73.4,0,0.0
U022053,2026-02-27,Treatment,Desktop,Social,51.9,0,0.0
U004634,2026-02-07,Treatment,Mobile,Organic,92.5,0,0.0
U024421,2026-03-02,Treatment,Mobile,Organic,88.8,1,70.82
U003859,2026-02-06,Treatment,Mobile,Paid,124.3,0,0.0
U003128,2026-02-05,Treatment,Mobile,Organic,50.1,0,0.0
U019795,2026-02-25,Treatment,Mobile,Paid,63.1,0,0.0
U014472,2026-02-18,Treatment,Desktop,Direct,80.6,0,0.0
U011643,2026-02-15,Treatment,Mobile,Social,102.1,0,0.0
U009727,2026-02-13,Treatment,Mobile,Social,5.0,0,0.0
U002373,2026-02-04,Control,Mobile,Paid,123.4,1,53.92
U009485,2026-02-13,Control,Mobile,Email,96.5,0,0.0
U003223,2026-02-05,Treatment,Mobile,Organic,79.6,0,0.0
U004118,2026-02-06,Control,Tablet,Organic,96.2,0,0.0
U023088,2026-03-01,Control,Mobile,Email,133.3,0,0.0
U006773,2026-02-10,Treatment,Desktop,Paid,130.0,0,0.0
U009489,2026-02-13,Control,Mobile,Organic,111.8,0,0.0
U001012,2026-02-03,Control,Mobile,Direct,110.1,0,0.0
U000137,2026-02-02,Treatment,Desktop,Organic,140.8,0,0.0
U007179,2026-02-10,Control,Mobile,Paid,100.5,0,0.0
U023187,2026-03-01,Control,Mobile,Direct,114.9,0,0.0
U012883,2026-02-17,Control,Mobile,Organic,84.3,0,0.0
U019726,2026-02-25,Control,Desktop,Organic,57.7,0,0.0
U016169,2026-02-21,Treatment,Mobile,Direct,105.0,0,0.0
U006370,2026-02-09,Treatment,Mobile,Paid,85.9,0,0.0
U023711,2026-03-01,Treatment,Desktop,Organic,48.8,0,0.0
U013009,2026-02-17,Treatment,Mobile,Paid,76.5,0,0.0
U001913,2026-02-04,Control,Tablet,Organic,103.6,0,0.0
U002170,2026-02-04,Control,Mobile,Social,178.5,0,0.0
U003614,2026-02-06,Treatment,Mobile,Social,82.0,0,0.0
U007209,2026-02-10,Treatment,Mobile,Email,134.7,0,0.0
U009986,2026-02-13,Control,Mobile,Paid,91.4,0,0.0
U015685,2026-02-20,Control,Mobile,Social,69.8,0,0.0
U025087,2026-03-03,Treatment,Mobile,Organic,121.0,0,0.0
U003856,2026-02-06,Treatment,Mobile,Email,79.8,0,0.0
U025493,2026-03-03,Control,Desktop,Paid,69.7,0,0.0
U009475,2026-02-13,Control,Desktop,Paid,109.3,0,0.0
U015648,2026-02-20,Control,Desktop,Social,181.1,0,0.0
U013926,2026-02-18,Treatment,Desktop,Organic,75.7,0,0.0
U012897,2026-02-17,Treatment,Mobile,Paid,106.1,0,0.0
U012308,2026-02-16,Control,Mobile,Direct,81.0,0,0.0
U023818,2026-03-01,Treatment,Mobile,Social,109.8,0,0.0
U005551,2026-02-08,Control,Mobile,Direct,133.8,0,0.0
U013216,2026-02-17,Treatment,Tablet,Organic,98.0,0,0.0
U021853,2026-02-27,Control,Mobile,Direct,120.3,0,0.0
U003758,2026-02-06,Control,Mobile,Social,106.4,0,0.0
U018724,2026-02-23,Treatment,Desktop,Organic,88.3,0,0.0
U011765,2026-02-15,Treatment,Mobile,Social,117.7,0,0.0
U015435,2026-02-20,Treatment,Desktop,Organic,92.9,0,0.0
U016575,2026-02-21,Control,Desktop,Social,133.1,0,0.0
U003650,2026-02-06,Control,Mobile,Organic,125.2,0,0.0
U004072,2026-02-06,Control,Mobile,Social,108.7,0,0.0
U003959,2026-02-06,Treatment,Tablet,Paid,84.0,1,80.21
U019250,2026-02-24,Control,Mobile,Direct,109.6,0,0.0
U022033,2026-02-27,Treatment,Mobile,Direct,60.0,0,0.0
U011435,2026-02-15,Control,Mobile,Organic,119.7,0,0.0
U019817,2026-02-25,Control,Mobile,Direct,126.4,0,0.0
U014828,2026-02-19,Treatment,Tablet,Organic,178.7,0,0.0
